#k-distance frequency[THz]
0.70878415 2.30107221
0.71142291 2.25835814
0.71406168 2.21910580
0.71670042 2.18072933
0.71933919 2.14357945
0.72197796 2.10870916
0.72461670 2.07640566
0.72725547 2.04681290
0.72989424 2.02004775
0.73253298 1.99621290
0.73517175 1.97539683
0.73781052 1.95767308
0.74044926 1.94310046
0.74308803 1.93172401
0.74572680 1.92357639
0.74836554 1.91867951
0.75100431 1.91704578

0.00000000 1.91704679
0.00247427 1.91704679
0.00494854 1.91704679
0.00742281 1.91704679
0.00989707 1.91704679
0.01237134 1.91704679
0.01484561 1.91704679
0.01731988 1.91704679
0.01731988 1.91704679
0.01993553 1.92165563
0.02255117 1.93539878
0.02516682 1.95803160
0.02778250 1.98916549
0.03039814 2.02829295
0.03301379 2.07481662
0.03562944 2.12807685
0.03824508 2.18736657
0.04086073 2.25185217
0.04347641 2.30444305
0.04609205 2.27080321
0.04870770 2.24603652
0.05132335 2.23744151
0.05393899 2.25060525
0.05655464 2.28829048
0.05917032 2.34793914
0.06178596 2.42348129
0.06440161 2.50892382
0.06701726 2.59992868
0.06963290 2.69368643
0.07224855 2.78839633
0.07486423 2.88286105
0.07747987 2.93050323
0.08009552 2.93000105
0.08271117 2.92904712
0.08532681 2.92781474
0.08794246 2.92661335
0.09055814 2.92598411
0.09317378 2.92685448
0.09578943 2.93070490
0.09840507 2.93943974
0.10102072 2.95444106
0.10363637 2.97542401
0.10625201 3.00080951
0.10886769 3.02896977
0.11148334 3.05877985
0.11409898 3.08956449
0.11671463 3.12092821
0.11933028 3.15263015
0.12194592 3.18450974
0.12456160 3.21644442
0.12717725 3.24832581
0.12979289 3.28004614
0.13240854 3.31149095
0.13502419 3.34253564
0.13763983 3.37304430
0.14025551 3.40287027
0.14287116 3.43185750
0.14548680 3.45984265
0.14810245 3.48665742
0.15071810 3.51213112
0.15333374 3.53609319
0.15594942 3.55837593
0.15856507 3.57209160
0.16118071 3.55258361
0.16379636 3.53434371
0.16641201 3.51780920
0.16902765 3.50343578
0.17164333 3.49167278
0.17425898 3.48292987
0.17687462 3.47753874
0.17949027 3.47571648
0.17949027 3.47571648
0.18196454 3.47571648
0.18443881 3.47571648
0.18691308 3.47571648
0.18938734 3.47571648
0.19186161 3.47571648
0.19433588 3.47571648
0.19681015 3.47571648
0.19681015 3.47571648
0.19942580 3.47753874
0.20204144 3.48292987
0.20465709 3.49167278
0.20727277 3.50343578
0.20988841 3.51780920
0.21250406 3.53434371
0.21511971 3.55258361
0.21773535 3.57209160
0.22035100 3.55837593
0.22296668 3.53609319
0.22558232 3.51213112
0.22819797 3.48665742
0.23081362 3.45984265
0.23342926 3.43185750
0.23604491 3.40287027
0.23866059 3.37304430
0.24127623 3.34253564
0.24389188 3.31149095
0.24650753 3.28004614
0.24912317 3.24832581
0.25173882 3.21644442
0.25435450 3.18450974
0.25697014 3.15263015
0.25958579 3.12092821
0.26220144 3.08956449
0.26481708 3.05877985
0.26743273 3.02896977
0.27004841 3.00080951
0.27266405 2.97542401
0.27527970 2.95444106
0.27789535 2.93943974
0.28051099 2.93070490
0.28312664 2.92685448
0.28574228 2.92598411
0.28835796 2.92661335
0.29097361 2.92781474
0.29358925 2.92904712
0.29620490 2.93000105
0.29882055 2.93050323
0.30143619 2.88286105
0.30405187 2.78839633
0.30666752 2.69368643
0.30928316 2.59992868
0.31189881 2.50892382
0.31451446 2.42348129
0.31713010 2.34793914
0.31974578 2.28829048
0.32236143 2.25060525
0.32497707 2.23744151
0.32759272 2.24603652
0.33020837 2.27080321
0.33282401 2.30444305
0.33543969 2.25185217
0.33805534 2.18736657
0.34067098 2.12807685
0.34328663 2.07481662
0.34590228 2.02829295
0.34851792 1.98916549
0.35113360 1.95803160
0.35374925 1.93539878
0.35636489 1.92165563
0.35898054 1.91704679
0.35898054 1.91704679
0.36161931 1.92173664
0.36425805 1.93571247
0.36689682 1.95869921
0.36953559 1.99026028
0.37217433 2.02982635
0.37481310 2.07672894
0.37745187 2.13023431
0.38009061 2.18957378
0.38272938 2.25396772
0.38536815 2.30163040
0.38800689 2.26479411
0.39064566 2.23931780
0.39328443 2.23074283
0.39592317 2.24582636
0.39856194 2.28759675
0.40120071 2.35038418
0.40383945 2.42854036
0.40647822 2.51643681
0.40911699 2.60962171
0.41175573 2.70517307
0.41439450 2.80124028
0.41703327 2.89662672
0.41967201 2.98408971
0.42231078 2.99460142
0.42494955 3.00496112
0.42758829 3.01514333
0.43022706 3.02505499
0.43286583 3.03456292
0.43550457 3.04351564
0.43814334 3.05176386
0.44078211 3.08066189
0.44342085 3.13817751
0.44605962 3.19624289
0.44869839 3.25479938
0.45133713 3.31376108
0.45397590 3.37300717
0.45661464 3.43237642
0.45925341 3.49166192
0.46189218 3.55060498
0.46453092 3.60888689
0.46716969 3.66611688
0.46980846 3.72181408
0.47244720 3.77429822
0.47508597 3.77071337
0.47772474 3.76597957
0.48036348 3.76019186
0.48300225 3.75331784
0.48564102 3.74530497
0.48827976 3.73608813
0.49091853 3.72559723
0.49355730 3.71376488
0.49619604 3.70053455
0.49883481 3.68586915
0.50147358 3.66976064
0.50411232 3.65224136
0.50675109 3.63339842
0.50938986 3.61339327
0.51202860 3.59248970
0.51466737 3.57109444
0.51730614 3.54981307
0.51994488 3.52951234
0.52258365 3.51134333
0.52522242 3.49661014
0.52786116 3.48635841
0.53049993 3.48082738
0.53313870 3.47927371
0.53577744 3.48036960
0.53841621 3.48273342
0.54105498 3.48521293
0.54369372 3.48695651
0.54633249 3.48749983
0.54633249 3.48749983
0.54880676 3.48749983
0.55128102 3.48749983
0.55375529 3.48749983
0.55622956 3.48749983
0.55870383 3.48749983
0.56117810 3.48749983
0.56365237 3.48749983
0.56365237 3.48749983
0.56629114 3.48695651
0.56892988 3.48521293
0.57156865 3.48273342
0.57420742 3.48036960
0.57684616 3.47927371
0.57948493 3.48082738
0.58212370 3.48635841
0.58476244 3.49661014
0.58740121 3.51134333
0.59003998 3.52951234
0.59267872 3.54981307
0.59531749 3.57109444
0.59795626 3.59248970
0.60059500 3.61339327
0.60323377 3.63339842
0.60587254 3.65224136
0.60851128 3.66976064
0.61115005 3.68586915
0.61378882 3.70053455
0.61642756 3.71376488
0.61906633 3.72559723
0.62170509 3.73608813
0.62434384 3.74530497
0.62698261 3.75331784
0.62962137 3.76019186
0.63226012 3.76597957
0.63489889 3.77071337
0.63753765 3.77429822
0.64017640 3.72181408
0.64281517 3.66611688
0.64545393 3.60888689
0.64809268 3.55060498
0.65073144 3.49166192
0.65337021 3.43237642
0.65600896 3.37300717
0.65864772 3.31376108
0.66128647 3.25479938
0.66392524 3.19624289
0.66656400 3.13817751
0.66920275 3.08066189
0.67184152 3.05176386
0.67448028 3.04351564
0.67711903 3.03456292
0.67975779 3.02505499
0.68239656 3.01514333
0.68503531 3.00496112
0.68767407 2.99460142
0.69031284 2.98408971
0.69295159 2.89662672
0.69559035 2.80124028
0.69822912 2.70517307
0.70086787 2.60962171
0.70350663 2.51643681
0.70614540 2.42854036
0.70878415 2.35038418
0.71142291 2.28759675
0.71406168 2.24582636
0.71670042 2.23074283
0.71933919 2.23931780
0.72197796 2.26479411
0.72461670 2.30163040
0.72725547 2.25396772
0.72989424 2.18957378
0.73253298 2.13023431
0.73517175 2.07672894
0.73781052 2.02982635
0.74044926 1.99026028
0.74308803 1.95869921
0.74572680 1.93571247
0.74836554 1.92173664
0.75100431 1.91704679

0.00000000 2.87061536
0.00247427 2.87061536
0.00494854 2.87061536
0.00742281 2.87061536
0.00989707 2.87061536
0.01237134 2.87061536
0.01484561 2.87061536
0.01731988 2.87061536
0.01731988 2.87061536
0.01993553 2.80882668
0.02255117 2.74615923
0.02516682 2.68456242
0.02778250 2.62416732
0.03039814 2.56516281
0.03301379 2.50783187
0.03562944 2.45260169
0.03824508 2.40013078
0.04086073 2.35153252
0.04347641 2.32472421
0.04609205 2.39574588
0.04870770 2.47249797
0.05132335 2.55217482
0.05393899 2.63409230
0.05655464 2.71763637
0.05917032 2.80219702
0.06178596 2.88714881
0.06440161 2.92456160
0.06701726 2.92686140
0.06963290 2.92863377
0.07224855 2.92984097
0.07486423 2.93046279
0.07747987 2.97624162
0.08009552 3.06791938
0.08271117 3.15741805
0.08532681 3.24435823
0.08794246 3.32842895
0.09055814 3.40936812
0.09317378 3.48694556
0.09578943 3.56094044
0.09840507 3.63108984
0.10102072 3.69690291
0.10363637 3.75659193
0.10625201 3.79991396
0.10886769 3.81754658
0.11148334 3.82496709
0.11409898 3.82752814
0.11671463 3.82644990
0.11933028 3.82230523
0.12194592 3.81549270
0.12456160 3.80633422
0.12717725 3.79510435
0.12979289 3.78204264
0.13240854 3.76736136
0.13502419 3.75125202
0.13763983 3.73389184
0.14025551 3.71545041
0.14287116 3.69609682
0.14548680 3.67600702
0.14810245 3.65537133
0.15071810 3.63440203
0.15333374 3.61334064
0.15594942 3.59246445
0.15856507 3.57881703
0.16118071 3.59726219
0.16379636 3.61356770
0.16641201 3.62760285
0.16902765 3.63925236
0.17164333 3.64841850
0.17425898 3.65502308
0.17687462 3.65900902
0.17949027 3.66034155
0.17949027 3.66034155
0.18196454 3.66034155
0.18443881 3.66034155
0.18691308 3.66034155
0.18938734 3.66034155
0.19186161 3.66034155
0.19433588 3.66034155
0.19681015 3.66034155
0.19681015 3.66034155
0.19942580 3.65900902
0.20204144 3.65502308
0.20465709 3.64841850
0.20727277 3.63925236
0.20988841 3.62760285
0.21250406 3.61356770
0.21511971 3.59726219
0.21773535 3.57881703
0.22035100 3.59246445
0.22296668 3.61334064
0.22558232 3.63440203
0.22819797 3.65537133
0.23081362 3.67600702
0.23342926 3.69609682
0.23604491 3.71545041
0.23866059 3.73389184
0.24127623 3.75125202
0.24389188 3.76736136
0.24650753 3.78204264
0.24912317 3.79510435
0.25173882 3.80633422
0.25435450 3.81549270
0.25697014 3.82230523
0.25958579 3.82644990
0.26220144 3.82752814
0.26481708 3.82496709
0.26743273 3.81754658
0.27004841 3.79991396
0.27266405 3.75659193
0.27527970 3.69690291
0.27789535 3.63108984
0.28051099 3.56094044
0.28312664 3.48694556
0.28574228 3.40936812
0.28835796 3.32842895
0.29097361 3.24435823
0.29358925 3.15741805
0.29620490 3.06791938
0.29882055 2.97624162
0.30143619 2.93046279
0.30405187 2.92984097
0.30666752 2.92863377
0.30928316 2.92686140
0.31189881 2.92456160
0.31451446 2.88714881
0.31713010 2.80219702
0.31974578 2.71763637
0.32236143 2.63409230
0.32497707 2.55217482
0.32759272 2.47249797
0.33020837 2.39574588
0.33282401 2.32472421
0.33543969 2.35153252
0.33805534 2.40013078
0.34067098 2.45260169
0.34328663 2.50783187
0.34590228 2.56516281
0.34851792 2.62416732
0.35113360 2.68456242
0.35374925 2.74615923
0.35636489 2.80882668
0.35898054 2.87061536
0.35898054 2.87061536
0.36161931 2.80826842
0.36425805 2.74505824
0.36689682 2.68293035
0.36953559 2.62200764
0.37217433 2.56246691
0.37481310 2.50457454
0.37745187 2.44873469
0.38009061 2.39556557
0.38272938 2.34602626
0.38536815 2.32264138
0.38800689 2.39483094
0.39064566 2.46977788
0.39328443 2.54670494
0.39592317 2.62475602
0.39856194 2.70283894
0.40120071 2.77914023
0.40383945 2.84938610
0.40647822 2.90283959
0.40911699 2.93236138
0.41175573 2.94927422
0.41439450 2.96202863
0.41703327 2.97333763
0.41967201 2.99052686
0.42231078 3.08237197
0.42494955 3.17174290
0.42758829 3.25831640
0.43022706 3.34183468
0.43286583 3.42208640
0.43550457 3.49889534
0.43814334 3.57211369
0.44078211 3.64161848
0.44342085 3.70729162
0.44605962 3.72636800
0.44869839 3.74179278
0.45133713 3.75396654
0.45397590 3.76327654
0.45661464 3.77009016
0.45925341 3.77474391
0.46189218 3.77753507
0.46453092 3.77871612
0.46716969 3.77849183
0.46980846 3.77701900
0.47244720 3.77549258
0.47508597 3.82609514
0.47772474 3.87302380
0.48036348 3.91510081
0.48300225 3.95116281
0.48564102 3.98015839
0.48827976 4.00142375
0.49091853 4.01487575
0.49355730 4.02097329
0.49619604 4.02049123
0.49883481 4.01427993
0.50147358 4.00312017
0.50411232 3.98767281
0.50675109 3.96848147
0.50938986 3.94599417
0.51202860 3.92058712
0.51466737 3.89258503
0.51730614 3.86227674
0.51994488 3.82992725
0.52258365 3.79578738
0.52522242 3.76010278
0.52786116 3.72312498
0.53049993 3.68512996
0.53313870 3.64645904
0.53577744 3.60763256
0.53841621 3.56974414
0.54105498 3.53610858
0.54369372 3.51600261
0.54633249 3.51202776
0.54633249 3.51202776
0.54880676 3.51202776
0.55128102 3.51202776
0.55375529 3.51202776
0.55622956 3.51202776
0.55870383 3.51202776
0.56117810 3.51202776
0.56365237 3.51202776
0.56365237 3.51202776
0.56629114 3.51600261
0.56892988 3.53610858
0.57156865 3.56974414
0.57420742 3.60763256
0.57684616 3.64645904
0.57948493 3.68512996
0.58212370 3.72312498
0.58476244 3.76010278
0.58740121 3.79578738
0.59003998 3.82992725
0.59267872 3.86227674
0.59531749 3.89258503
0.59795626 3.92058712
0.60059500 3.94599417
0.60323377 3.96848147
0.60587254 3.98767281
0.60851128 4.00312017
0.61115005 4.01427993
0.61378882 4.02049123
0.61642756 4.02097329
0.61906633 4.01487575
0.62170509 4.00142375
0.62434384 3.98015839
0.62698261 3.95116281
0.62962137 3.91510081
0.63226012 3.87302380
0.63489889 3.82609514
0.63753765 3.77549258
0.64017640 3.77701900
0.64281517 3.77849183
0.64545393 3.77871612
0.64809268 3.77753507
0.65073144 3.77474391
0.65337021 3.77009016
0.65600896 3.76327654
0.65864772 3.75396654
0.66128647 3.74179278
0.66392524 3.72636800
0.66656400 3.70729162
0.66920275 3.64161848
0.67184152 3.57211369
0.67448028 3.49889534
0.67711903 3.42208640
0.67975779 3.34183468
0.68239656 3.25831640
0.68503531 3.17174290
0.68767407 3.08237197
0.69031284 2.99052686
0.69295159 2.97333763
0.69559035 2.96202863
0.69822912 2.94927422
0.70086787 2.93236138
0.70350663 2.90283959
0.70614540 2.84938610
0.70878415 2.77914023
0.71142291 2.70283894
0.71406168 2.62475602
0.71670042 2.54670494
0.71933919 2.46977788
0.72197796 2.39483094
0.72461670 2.32264138
0.72725547 2.34602626
0.72989424 2.39556557
0.73253298 2.44873469
0.73517175 2.50457454
0.73781052 2.56246691
0.74044926 2.62200764
0.74308803 2.68293035
0.74572680 2.74505824
0.74836554 2.80826842
0.75100431 2.87061536

0.00000000 2.87061573
0.00247427 2.87061573
0.00494854 2.87061573
0.00742281 2.87061573
0.00989707 2.87061573
0.01237134 2.87061573
0.01484561 2.87061573
0.01731988 2.87061573
0.01731988 2.87061573
0.01993553 2.87089714
0.02255117 2.87173712
0.02516682 2.87312024
0.02778250 2.87502149
0.03039814 2.87740645
0.03301379 2.88023187
0.03562944 2.88344632
0.03824508 2.88699108
0.04086073 2.89080101
0.04347641 2.89480564
0.04609205 2.89893025
0.04870770 2.90309705
0.05132335 2.90722638
0.05393899 2.91123805
0.05655464 2.91505261
0.05917032 2.91859283
0.06178596 2.92178518
0.06440161 2.97184112
0.06701726 3.05559493
0.06963290 3.13770633
0.07224855 3.21745704
0.07486423 3.29413152
0.07747987 3.36703981
0.08009552 3.43554467
0.08271117 3.49909055
0.08532681 3.55723107
0.08794246 3.60965122
0.09055814 3.65618151
0.09317378 3.69680396
0.09578943 3.73165655
0.09840507 3.76106056
0.10102072 3.78567941
0.10363637 3.80756101
0.10625201 3.83727206
0.10886769 3.88450234
0.11148334 3.93416937
0.11409898 3.98133051
0.11671463 4.02518155
0.11933028 4.06556475
0.12194592 4.10249118
0.12456160 4.13604006
0.12717725 4.16632805
0.12979289 4.19349668
0.13240854 4.21770561
0.13502419 4.23912814
0.13763983 4.25794765
0.14025551 4.27435444
0.14287116 4.28854285
0.14548680 4.30070857
0.14810245 4.31104604
0.15071810 4.31974594
0.15333374 4.32699292
0.15594942 4.33296332
0.15856507 4.33782315
0.16118071 4.34172616
0.16379636 4.34481211
0.16641201 4.34720522
0.16902765 4.34901287
0.17164333 4.35032442
0.17425898 4.35121032
0.17687462 4.35172140
0.17949027 4.35188833
0.17949027 4.35188833
0.18196454 4.35188833
0.18443881 4.35188833
0.18691308 4.35188833
0.18938734 4.35188833
0.19186161 4.35188833
0.19433588 4.35188833
0.19681015 4.35188833
0.19681015 4.35188833
0.19942580 4.35172140
0.20204144 4.35121032
0.20465709 4.35032442
0.20727277 4.34901287
0.20988841 4.34720522
0.21250406 4.34481211
0.21511971 4.34172616
0.21773535 4.33782315
0.22035100 4.33296332
0.22296668 4.32699292
0.22558232 4.31974594
0.22819797 4.31104604
0.23081362 4.30070857
0.23342926 4.28854285
0.23604491 4.27435444
0.23866059 4.25794765
0.24127623 4.23912814
0.24389188 4.21770561
0.24650753 4.19349668
0.24912317 4.16632805
0.25173882 4.13604006
0.25435450 4.10249118
0.25697014 4.06556475
0.25958579 4.02518155
0.26220144 3.98133051
0.26481708 3.93416937
0.26743273 3.88450234
0.27004841 3.83727206
0.27266405 3.80756101
0.27527970 3.78567941
0.27789535 3.76106056
0.28051099 3.73165655
0.28312664 3.69680396
0.28574228 3.65618151
0.28835796 3.60965122
0.29097361 3.55723107
0.29358925 3.49909055
0.29620490 3.43554467
0.29882055 3.36703981
0.30143619 3.29413152
0.30405187 3.21745704
0.30666752 3.13770633
0.30928316 3.05559493
0.31189881 2.97184112
0.31451446 2.92178518
0.31713010 2.91859283
0.31974578 2.91505261
0.32236143 2.91123805
0.32497707 2.90722638
0.32759272 2.90309705
0.33020837 2.89893025
0.33282401 2.89480564
0.33543969 2.89080101
0.33805534 2.88699108
0.34067098 2.88344632
0.34328663 2.88023187
0.34590228 2.87740645
0.34851792 2.87502149
0.35113360 2.87312024
0.35374925 2.87173712
0.35636489 2.87089714
0.35898054 2.87061573
0.35898054 2.87061573
0.36161931 2.87090265
0.36425805 2.87176239
0.36689682 2.87319109
0.36953559 2.87518274
0.37217433 2.87772959
0.37481310 2.88082288
0.37745187 2.88445390
0.38009061 2.88861550
0.38272938 2.89330449
0.38536815 2.89852528
0.38800689 2.90429619
0.39064566 2.91066117
0.39328443 2.91771393
0.39592317 2.92565388
0.39856194 2.93493640
0.40120071 2.94674975
0.40383945 2.96474663
0.40647822 2.99904177
0.40911699 3.05614942
0.41175573 3.12412145
0.41439450 3.19388809
0.41703327 3.26213312
0.41967201 3.32739301
0.42231078 3.38881890
0.42494955 3.44584567
0.42758829 3.49809361
0.43022706 3.54533527
0.43286583 3.58748030
0.43550457 3.62456265
0.43814334 3.65672545
0.44078211 3.68420273
0.44342085 3.70731743
0.44605962 3.76911232
0.44869839 3.82697349
0.45133713 3.88086873
0.45397590 3.93080307
0.45661464 3.97681561
0.45925341 4.01898527
0.46189218 4.05743839
0.46453092 4.09235941
0.46716969 4.12400581
0.46980846 4.15272883
0.47244720 4.17900110
0.47508597 4.20344939
0.47772474 4.22688305
0.48036348 4.25029206
0.48300225 4.27476835
0.48564102 4.30130942
0.48827976 4.33054366
0.49091853 4.36253850
0.49355730 4.39684011
0.49619604 4.43270050
0.49883481 4.46931876
0.50147358 4.50598687
0.50411232 4.54214042
0.50675109 4.57735627
0.50938986 4.61133098
0.51202860 4.64385699
0.51466737 4.67480227
0.51730614 4.70409470
0.51994488 4.73171029
0.52258365 4.75766437
0.52522242 4.78200484
0.52786116 4.80480664
0.53049993 4.82616695
0.53313870 4.84620072
0.53577744 4.86503631
0.53841621 4.88281087
0.54105498 4.89966540
0.54369372 4.91573527
0.54633249 4.92959914
0.54633249 4.92959914
0.54880676 4.92959914
0.55128102 4.92959914
0.55375529 4.92959914
0.55622956 4.92959914
0.55870383 4.92959914
0.56117810 4.92959914
0.56365237 4.92959914
0.56365237 4.92959914
0.56629114 4.91573527
0.56892988 4.89966540
0.57156865 4.88281087
0.57420742 4.86503631
0.57684616 4.84620072
0.57948493 4.82616695
0.58212370 4.80480664
0.58476244 4.78200484
0.58740121 4.75766437
0.59003998 4.73171029
0.59267872 4.70409470
0.59531749 4.67480227
0.59795626 4.64385699
0.60059500 4.61133098
0.60323377 4.57735627
0.60587254 4.54214042
0.60851128 4.50598687
0.61115005 4.46931876
0.61378882 4.43270050
0.61642756 4.39684011
0.61906633 4.36253850
0.62170509 4.33054366
0.62434384 4.30130942
0.62698261 4.27476835
0.62962137 4.25029206
0.63226012 4.22688305
0.63489889 4.20344939
0.63753765 4.17900110
0.64017640 4.15272883
0.64281517 4.12400581
0.64545393 4.09235941
0.64809268 4.05743839
0.65073144 4.01898527
0.65337021 3.97681561
0.65600896 3.93080307
0.65864772 3.88086873
0.66128647 3.82697349
0.66392524 3.76911232
0.66656400 3.70731743
0.66920275 3.68420273
0.67184152 3.65672545
0.67448028 3.62456265
0.67711903 3.58748030
0.67975779 3.54533527
0.68239656 3.49809361
0.68503531 3.44584567
0.68767407 3.38881890
0.69031284 3.32739301
0.69295159 3.26213312
0.69559035 3.19388809
0.69822912 3.12412145
0.70086787 3.05614942
0.70350663 2.99904177
0.70614540 2.96474663
0.70878415 2.94674975
0.71142291 2.93493640
0.71406168 2.92565388
0.71670042 2.91771393
0.71933919 2.91066117
0.72197796 2.90429619
0.72461670 2.89852528
0.72725547 2.89330449
0.72989424 2.88861550
0.73253298 2.88445390
0.73517175 2.88082288
0.73781052 2.87772959
0.74044926 2.87518274
0.74308803 2.87319109
0.74572680 2.87176239
0.74836554 2.87090265
0.75100431 2.87061573

0.00000000 2.87445586
0.00247427 2.87445586
0.00494854 2.87445586
0.00742281 2.87445586
0.00989707 2.87445586
0.01237134 2.87445586
0.01484561 2.87445586
0.01731988 2.87445586
0.01731988 2.87445586
0.01993553 2.93718843
0.02255117 3.00270204
0.02516682 3.06909612
0.02778250 3.13633013
0.03039814 3.20436382
0.03301379 3.27314869
0.03562944 3.34262476
0.03824508 3.41271880
0.04086073 3.48334370
0.04347641 3.55439850
0.04609205 3.62576911
0.04870770 3.69732943
0.05132335 3.76894286
0.05393899 3.84046398
0.05655464 3.91174048
0.05917032 3.98261512
0.06178596 4.05292804
0.06440161 4.12251918
0.06701726 4.19123121
0.06963290 4.25891289
0.07224855 4.32542290
0.07486423 4.39063378
0.07747987 4.45443460
0.08009552 4.51673049
0.08271117 4.57743594
0.08532681 4.63646034
0.08794246 4.69368779
0.09055814 4.74895918
0.09317378 4.80206847
0.09578943 4.85278043
0.09840507 4.90086569
0.10102072 4.94613757
0.10363637 4.98847517
0.10625201 5.02782757
0.10886769 5.06420465
0.11148334 5.09766314
0.11409898 5.12829343
0.11671463 5.15620906
0.11933028 5.18153848
0.12194592 5.20441821
0.12456160 5.22498683
0.12717725 5.24337966
0.12979289 5.25972426
0.13240854 5.27413676
0.13502419 5.28671943
0.13763983 5.29755970
0.14025551 5.30673099
0.14287116 5.31429575
0.14548680 5.32031119
0.14810245 5.32483796
0.15071810 5.32795116
0.15333374 5.32975235
0.15594942 5.33037964
0.15856507 5.33001243
0.16118071 5.32886838
0.16379636 5.32719222
0.16641201 5.32523898
0.16902765 5.32325542
0.17164333 5.32146323
0.17425898 5.32004587
0.17687462 5.31913964
0.17949027 5.31882817
0.17949027 5.31882817
0.18196454 5.31882817
0.18443881 5.31882817
0.18691308 5.31882817
0.18938734 5.31882817
0.19186161 5.31882817
0.19433588 5.31882817
0.19681015 5.31882817
0.19681015 5.31882817
0.19942580 5.31913964
0.20204144 5.32004587
0.20465709 5.32146323
0.20727277 5.32325542
0.20988841 5.32523898
0.21250406 5.32719222
0.21511971 5.32886838
0.21773535 5.33001243
0.22035100 5.33037964
0.22296668 5.32975235
0.22558232 5.32795116
0.22819797 5.32483796
0.23081362 5.32031119
0.23342926 5.31429575
0.23604491 5.30673099
0.23866059 5.29755970
0.24127623 5.28671943
0.24389188 5.27413676
0.24650753 5.25972426
0.24912317 5.24337966
0.25173882 5.22498683
0.25435450 5.20441821
0.25697014 5.18153848
0.25958579 5.15620906
0.26220144 5.12829343
0.26481708 5.09766314
0.26743273 5.06420465
0.27004841 5.02782757
0.27266405 4.98847517
0.27527970 4.94613757
0.27789535 4.90086569
0.28051099 4.85278043
0.28312664 4.80206847
0.28574228 4.74895918
0.28835796 4.69368779
0.29097361 4.63646034
0.29358925 4.57743594
0.29620490 4.51673049
0.29882055 4.45443460
0.30143619 4.39063378
0.30405187 4.32542290
0.30666752 4.25891289
0.30928316 4.19123121
0.31189881 4.12251918
0.31451446 4.05292804
0.31713010 3.98261512
0.31974578 3.91174048
0.32236143 3.84046398
0.32497707 3.76894286
0.32759272 3.69732943
0.33020837 3.62576911
0.33282401 3.55439850
0.33543969 3.48334370
0.33805534 3.41271880
0.34067098 3.34262476
0.34328663 3.27314869
0.34590228 3.20436382
0.34851792 3.13633013
0.35113360 3.06909612
0.35374925 3.00270204
0.35636489 2.93718843
0.35898054 2.87445586
0.35898054 2.87445586
0.36161931 2.93776295
0.36425805 3.00386516
0.36689682 3.07085547
0.36953559 3.13868475
0.37217433 3.20730187
0.37481310 3.27664570
0.37745187 3.34664234
0.38009061 3.41720384
0.38272938 3.48822792
0.38536815 3.55959840
0.38800689 3.63118603
0.39064566 3.70284989
0.39328443 3.77443891
0.39592317 3.84579357
0.39856194 3.91674779
0.40120071 3.98713070
0.40383945 4.05676858
0.40647822 4.12548668
0.40911699 4.19311116
0.41175573 4.25947095
0.41439450 4.32439974
0.41703327 4.38773808
0.41967201 4.44933550
0.42231078 4.50905285
0.42494955 4.56676473
0.42758829 4.62236198
0.43022706 4.67575422
0.43286583 4.72687222
0.43550457 4.77566998
0.43814334 4.82212631
0.44078211 4.86624570
0.44342085 4.90805816
0.44605962 4.94761811
0.44869839 4.98500203
0.45133713 5.02030506
0.45397590 5.05363673
0.45661464 5.08511597
0.45925341 5.11486602
0.46189218 5.14300922
0.46453092 5.16966245
0.46716969 5.19493315
0.46980846 5.21891628
0.47244720 5.24169097
0.47508597 5.24536751
0.47772474 5.24010484
0.48036348 5.23257464
0.48300225 5.22316363
0.48564102 5.21224857
0.48827976 5.20018693
0.49091853 5.18730950
0.49355730 5.17391475
0.49619604 5.16026460
0.49883481 5.14658149
0.50147358 5.13304643
0.50411232 5.11979813
0.50675109 5.10693314
0.50938986 5.09450692
0.51202860 5.08253600
0.51466737 5.07100097
0.51730614 5.05985034
0.51994488 5.04900509
0.52258365 5.03836357
0.52522242 5.02780673
0.52786116 5.01720335
0.53049993 5.00641501
0.53313870 4.99530070
0.53577744 4.98372085
0.53841621 4.97154075
0.54105498 4.95863375
0.54369372 4.94488803
0.54633249 4.93175465
0.54633249 4.93175465
0.54880676 4.93175465
0.55128102 4.93175465
0.55375529 4.93175465
0.55622956 4.93175465
0.55870383 4.93175465
0.56117810 4.93175465
0.56365237 4.93175465
0.56365237 4.93175465
0.56629114 4.94488803
0.56892988 4.95863375
0.57156865 4.97154075
0.57420742 4.98372085
0.57684616 4.99530070
0.57948493 5.00641501
0.58212370 5.01720335
0.58476244 5.02780673
0.58740121 5.03836357
0.59003998 5.04900509
0.59267872 5.05985034
0.59531749 5.07100097
0.59795626 5.08253600
0.60059500 5.09450692
0.60323377 5.10693314
0.60587254 5.11979813
0.60851128 5.13304643
0.61115005 5.14658149
0.61378882 5.16026460
0.61642756 5.17391475
0.61906633 5.18730950
0.62170509 5.20018693
0.62434384 5.21224857
0.62698261 5.22316363
0.62962137 5.23257464
0.63226012 5.24010484
0.63489889 5.24536751
0.63753765 5.24169097
0.64017640 5.21891628
0.64281517 5.19493315
0.64545393 5.16966245
0.64809268 5.14300922
0.65073144 5.11486602
0.65337021 5.08511597
0.65600896 5.05363673
0.65864772 5.02030506
0.66128647 4.98500203
0.66392524 4.94761811
0.66656400 4.90805816
0.66920275 4.86624570
0.67184152 4.82212631
0.67448028 4.77566998
0.67711903 4.72687222
