#k-distance eigenvalue[eV]
0.98048188 32.02832975
1.04584734 31.72042975
1.11121277 31.20972975
1.17657824 30.71312975
1.24194370 30.40382975
1.30730916 30.14842975
1.37267463 30.20082975
1.43804009 29.88942975
1.50340556 30.05802975
1.56877099 30.11712975
1.63413645 30.23952975
1.69950192 30.32012975
1.76486738 30.33292975
1.76486738 30.33292975
1.83279716 30.32192975
1.90072696 30.14752975
1.96865674 29.94792975
2.03658652 30.01052975
2.10451632 30.04882975
2.17244610 30.30522975
2.24037588 30.48592975
2.30830568 30.87352975
2.37623546 31.20452975
2.44416523 31.52332975
2.51209503 31.48162975
2.58002481 31.71172975
2.64795459 31.81272975
2.71588439 31.98422975
2.78381417 32.21782975

0.00000000 32.33202975
0.07353615 32.09622975
0.14707228 31.76602975
0.22060842 31.71612975
0.29414457 31.60462975
0.36768070 31.29622975
0.44121685 31.31912975
0.51475300 31.15302975
0.58828913 31.11752975
0.58828913 31.11752975
0.65365459 31.02822975
0.71902002 31.29092975
0.78438549 31.31822975
0.84975095 31.58872975
0.91511641 32.00042975
0.98048188 32.07342975
1.04584734 31.80872975
1.11121277 31.24682975
1.17657824 30.76072975
1.24194370 30.61792975
1.30730916 30.60982975
1.37267463 30.28092975
1.43804009 30.17502975
1.50340556 30.23862975
1.56877099 30.44012975
1.63413645 30.42182975
1.69950192 30.50852975
1.76486738 30.62932975
1.76486738 30.62932975
1.83279716 30.49492975
1.90072696 30.33552975
1.96865674 30.34102975
2.03658652 30.32802975
2.10451632 30.27572975
2.17244610 30.40242975
2.24037588 30.61452975
2.30830568 31.06382975
2.37623546 31.27562975
2.44416523 31.62092975
2.51209503 31.53702975
2.58002481 31.84102975
2.64795459 31.97552975
2.71588439 31.99242975
2.78381417 32.33202975

0.00000000 32.35662975
0.07353615 32.25762975
0.14707228 31.88472975
0.22060842 31.76842975
0.29414457 31.78832975
0.36768070 31.42792975
0.44121685 31.44302975
0.51475300 31.44322975
0.58828913 31.29182975
0.58828913 31.29182975
0.65365459 31.39512975
0.71902002 31.58672975
0.78438549 31.45402975
0.84975095 31.87682975
0.91511641 32.02222975
0.98048188 32.36192975
1.04584734 31.99762975
1.11121277 31.35262975
1.17657824 31.00222975
1.24194370 30.72542975
1.30730916 30.61322975
1.37267463 30.32922975
1.43804009 30.29162975
1.50340556 30.35552975
1.56877099 30.44552975
1.63413645 30.42902975
1.69950192 30.56652975
1.76486738 30.81802975
1.76486738 30.81802975
1.83279716 30.54972975
1.90072696 30.56172975
1.96865674 30.51532975
2.03658652 30.37702975
2.10451632 30.32292975
2.17244610 30.44702975
2.24037588 30.77272975
2.30830568 31.20242975
2.37623546 31.50892975
2.44416523 31.69432975
2.51209503 31.98582975
2.58002481 31.91752975
2.64795459 32.11152975
2.71588439 32.24042975
2.78381417 32.35662975

0.00000000 32.45732975
0.07353615 32.27152975
0.14707228 32.03842975
0.22060842 31.81122975
0.29414457 31.86212975
0.36768070 31.77792975
0.44121685 31.63722975
0.51475300 31.56622975
0.58828913 31.38412975
0.58828913 31.38412975
0.65365459 31.54442975
0.71902002 31.59642975
0.78438549 31.66312975
0.84975095 32.00132975
0.91511641 32.04622975
0.98048188 32.55012975
1.04584734 32.07672975
1.11121277 31.65362975
1.17657824 31.25042975
1.24194370 30.93702975
1.30730916 30.68792975
1.37267463 30.51892975
1.43804009 30.29812975
1.50340556 30.57712975
1.56877099 30.46822975
1.63413645 30.50162975
1.69950192 30.73462975
1.76486738 30.81812975
1.76486738 30.81812975
1.83279716 30.75932975
1.90072696 30.82042975
1.96865674 30.75212975
2.03658652 30.58742975
2.10451632 30.48012975
2.17244610 30.52422975
2.24037588 30.79642975
2.30830568 31.22712975
2.37623546 31.76012975
2.44416523 31.90672975
2.51209503 32.05312975
2.58002481 32.19742975
2.64795459 32.31942975
2.71588439 32.39382975
2.78381417 32.45732975

0.00000000 32.52442975
0.07353615 32.45262975
0.14707228 32.07962975
0.22060842 31.96972975
0.29414457 31.86772975
0.36768070 31.98642975
0.44121685 31.81472975
0.51475300 31.58992975
0.58828913 31.38412975
0.58828913 31.38412975
0.65365459 31.86522975
0.71902002 31.82012975
0.78438549 31.91562975
0.84975095 32.05342975
0.91511641 32.30742975
0.98048188 32.69472975
1.04584734 32.15902975
1.11121277 31.74542975
1.17657824 31.27022975
1.24194370 31.00472975
1.30730916 30.81372975
1.37267463 30.63992975
1.43804009 30.63402975
1.50340556 30.60762975
1.56877099 30.62182975
1.63413645 31.06242975
1.69950192 30.92392975
1.76486738 30.83842975
1.76486738 30.83842975
1.83279716 30.99622975
1.90072696 30.83342975
1.96865674 30.97042975
2.03658652 30.65762975
2.10451632 30.63262975
2.17244610 30.70892975
2.24037588 30.97722975
2.30830568 31.48332975
2.37623546 31.82122975
2.44416523 31.92842975
2.51209503 32.31942975
2.58002481 32.24482975
2.64795459 32.46812975
2.71588439 32.55852975
2.78381417 32.52442975

0.00000000 32.53972975
0.07353615 32.50052975
0.14707228 32.39352975
0.22060842 32.33552975
0.29414457 32.06832975
0.36768070 32.18942975
0.44121685 31.87782975
0.51475300 31.78682975
0.58828913 31.92792975
0.58828913 31.92792975
0.65365459 31.88792975
0.71902002 31.87782975
0.78438549 32.01362975
0.84975095 32.27502975
0.91511641 32.34122975
0.98048188 32.80592975
1.04584734 32.30892975
1.11121277 31.89232975
1.17657824 31.50502975
1.24194370 31.11632975
1.30730916 31.23322975
1.37267463 30.73102975
1.43804009 30.76552975
1.50340556 30.84642975
1.56877099 30.95062975
1.63413645 31.34882975
1.69950192 31.33472975
1.76486738 30.97012975
1.76486738 30.97012975
1.83279716 31.15602975
1.90072696 31.27982975
1.96865674 31.07412975
2.03658652 30.74862975
2.10451632 30.65232975
2.17244610 31.00092975
2.24037588 31.48822975
2.30830568 31.66792975
2.37623546 31.98642975
2.44416523 32.33432975
2.51209503 32.34312975
2.58002481 32.44642975
2.64795459 32.57522975
2.71588439 32.62462975
2.78381417 32.53972975

0.00000000 32.64832975
0.07353615 32.82092975
0.14707228 32.47122975
0.22060842 32.34282975
0.29414457 32.34802975
0.36768070 32.24502975
0.44121685 32.02642975
0.51475300 31.97232975
0.58828913 32.51322975
0.58828913 32.51322975
0.65365459 32.13842975
0.71902002 32.00262975
0.78438549 32.29172975
0.84975095 32.28192975
0.91511641 32.41112975
0.98048188 32.91132975
1.04584734 32.54622975
1.11121277 31.92762975
1.17657824 31.64152975
1.24194370 31.46932975
1.30730916 31.28512975
1.37267463 30.89662975
1.43804009 31.10112975
1.50340556 31.05972975
1.56877099 31.06962975
1.63413645 31.46422975
1.69950192 31.37132975
1.76486738 30.97022975
1.76486738 30.97022975
1.83279716 31.52672975
1.90072696 31.56102975
1.96865674 31.18062975
2.03658652 31.04312975
2.10451632 30.90032975
2.17244610 31.41212975
2.24037588 31.83402975
2.30830568 31.71792975
2.37623546 31.99412975
2.44416523 32.41672975
2.51209503 32.52252975
2.58002481 32.48212975
2.64795459 32.57712975
2.71588439 32.74522975
2.78381417 32.64832975

0.00000000 32.70742975
0.07353615 32.97112975
0.14707228 32.85462975
0.22060842 32.46212975
0.29414457 32.42892975
0.36768070 32.43942975
0.44121685 32.12242975
0.51475300 32.10302975
0.58828913 32.51482975
0.58828913 32.51482975
0.65365459 32.16742975
0.71902002 32.15052975
0.78438549 32.35892975
0.84975095 32.43832975
0.91511641 32.79912975
0.98048188 32.97762975
1.04584734 32.55072975
1.11121277 32.16632975
1.17657824 31.77522975
1.24194370 31.69512975
1.30730916 31.45382975
1.37267463 31.42042975
1.43804009 31.24982975
1.50340556 31.13172975
1.56877099 31.44272975
1.63413645 31.64382975
1.69950192 31.64642975
1.76486738 31.80612975
1.76486738 31.80632975
1.83279716 31.65262975
1.90072696 31.62602975
1.96865674 31.26382975
2.03658652 31.15602975
2.10451632 31.06882975
2.17244610 31.51052975
2.24037588 31.89002975
2.30830568 31.97762975
2.37623546 32.09362975
2.44416523 32.44202975
2.51209503 32.70442975
2.58002481 32.76332975
2.64795459 32.80272975
2.71588439 32.78472975
2.78381417 32.70742975

0.00000000 32.81272975
0.07353615 33.04372975
0.14707228 33.05282975
0.22060842 32.63152975
0.29414457 32.43172975
0.36768070 32.52382975
0.44121685 32.22592975
0.51475300 32.47472975
0.58828913 32.56122975
0.58828913 32.56122975
0.65365459 32.42502975
0.71902002 32.44032975
0.78438549 32.41252975
0.84975095 32.51232975
0.91511641 32.99762975
0.98048188 33.18672975
1.04584734 32.66762975
1.11121277 32.27212975
1.17657824 32.04652975
1.24194370 31.73362975
1.30730916 31.74852975
1.37267463 31.76302975
1.43804009 31.30712975
1.50340556 31.27522975
1.56877099 31.63152975
1.63413645 31.78952975
1.69950192 31.76702975
1.76486738 31.80622975
1.76486738 31.80642975
1.83279716 31.73662975
1.90072696 31.73052975
1.96865674 31.31092975
2.03658652 31.49372975
2.10451632 31.66772975
2.17244610 32.01662975
2.24037588 32.10142975
2.30830568 32.13072975
2.37623546 32.22172975
2.44416523 32.62562975
2.51209503 32.83492975
2.58002481 33.07672975
2.64795459 32.90002975
2.71588439 33.09252975
2.78381417 32.81282975

0.00000000 32.85072975
0.07353615 33.24502975
0.14707228 33.10602975
0.22060842 32.95312975
0.29414457 32.78392975
0.36768070 32.76972975
0.44121685 32.44722975
0.51475300 32.68292975
0.58828913 32.56422975
0.58828913 32.56362975
0.65365459 32.53922975
0.71902002 32.76382975
0.78438549 32.62082975
0.84975095 32.70002975
0.91511641 33.15202975
0.98048188 33.21702975
1.04584734 32.87582975
1.11121277 32.53932975
1.17657824 32.37012975
1.24194370 31.90372975
1.30730916 31.82272975
1.37267463 31.80942975
1.43804009 31.73612975
1.50340556 31.45962975
1.56877099 31.78042975
1.63413645 31.89122975
1.69950192 32.16482975
1.76486738 32.36452975
1.76486738 32.36462975
1.83279716 32.13832975
1.90072696 31.78222975
1.96865674 31.60772975
2.03658652 31.52412975
2.10451632 31.77112975
2.17244610 32.06552975
2.24037588 32.36812975
2.30830568 32.30882975
2.37623546 32.25772975
2.44416523 32.84002975
2.51209503 32.98632975
2.58002481 33.24242975
2.64795459 33.24072975
2.71588439 33.17722975
2.78381417 32.85072975

0.00000000 33.04842975
0.07353615 33.25152975
0.14707228 33.50982975
0.22060842 33.37772975
0.29414457 33.01762975
0.36768070 32.80242975
0.44121685 32.83632975
0.51475300 32.79882975
0.58828913 32.58052975
0.58828913 32.58062975
0.65365459 32.74072975
0.71902002 32.77682975
0.78438549 32.78632975
0.84975095 32.89022975
0.91511641 33.32942975
0.98048188 33.33322975
1.04584734 32.93522975
1.11121277 32.68082975
1.17657824 32.41502975
1.24194370 32.01062975
1.30730916 31.99502975
1.37267463 32.13202975
1.43804009 31.79482975
1.50340556 31.65182975
1.56877099 31.81242975
1.63413645 31.98192975
1.69950192 32.18592975
1.76486738 32.36462975
1.76486738 32.36462975
1.83279716 32.18062975
1.90072696 32.02352975
1.96865674 31.76242975
2.03658652 31.55822975
2.10451632 32.01262975
2.17244610 32.37462975
2.24037588 32.36862975
2.30830568 32.39812975
2.37623546 32.50742975
2.44416523 32.95792975
2.51209503 33.19482975
2.58002481 33.32902975
2.64795459 33.31452975
2.71588439 33.22692975
2.78381417 33.04802975

0.00000000 33.11722975
0.07353615 33.30312975
0.14707228 33.56752975
0.22060842 33.49522975
0.29414457 33.26662975
0.36768070 32.97542975
0.44121685 32.90792975
0.51475300 32.95272975
0.58828913 32.71232975
0.58828913 32.71232975
0.65365459 32.91782975
0.71902002 32.88972975
0.78438549 32.84952975
0.84975095 33.27442975
0.91511641 33.33622975
0.98048188 33.43502975
1.04584734 33.34682975
1.11121277 32.83632975
1.17657824 32.46552975
1.24194370 32.36902975
1.30730916 32.04782975
1.37267463 32.23032975
1.43804009 32.08002975
1.50340556 32.08402975
1.56877099 32.12492975
1.63413645 32.26332975
1.69950192 32.48982975
1.76486738 32.46852975
1.76486738 32.46842975
1.83279716 32.54562975
1.90072696 32.10912975
1.96865674 31.82442975
2.03658652 31.83592975
2.10451632 32.27712975
2.17244610 32.42742975
2.24037588 32.39642975
2.30830568 32.51382975
2.37623546 32.68892975
2.44416523 33.03642975
2.51209503 33.44542975
2.58002481 33.43502975
2.64795459 33.52112975
2.71588439 33.36432975
2.78381417 33.11722975

0.00000000 33.21262975
0.07353615 33.41902975
0.14707228 33.64982975
0.22060842 33.53302975
0.29414457 33.51702975
0.36768070 32.99092975
0.44121685 33.15962975
0.51475300 33.08012975
0.58828913 33.01852975
0.58828913 33.01862975
0.65365459 33.20012975
0.71902002 32.92642975
0.78438549 33.21592975
0.84975095 33.39662975
0.91511641 33.65182975
0.98048188 33.58042975
1.04584734 33.35872975
1.11121277 33.07492975
1.17657824 32.75222975
1.24194370 32.71592975
1.30730916 32.31672975
1.37267463 32.23282975
1.43804009 32.22162975
1.50340556 32.30382975
1.56877099 32.19302975
1.63413645 32.27782975
1.69950192 32.60922975
1.76486738 32.46892975
1.76486738 32.46882975
1.83279716 32.56822975
1.90072696 32.23122975
1.96865674 32.08832975
2.03658652 32.01972975
2.10451632 32.48392975
2.17244610 32.64382975
2.24037588 32.60262975
2.30830568 32.69192975
2.37623546 32.84322975
2.44416523 33.18432975
2.51209503 33.55322975
2.58002481 33.62912975
2.64795459 33.74652975
2.71588439 33.60382975
2.78381417 33.21142975

0.00000000 -15.53937025
0.07353615 -15.52987025
0.14707228 -15.50197025
0.22060842 -15.45687025
0.29414457 -15.39697025
0.36768070 -15.32587025
0.44121685 -15.25007025
0.51475300 -15.18367025
0.58828913 -15.15367025
0.58828913 -15.15367025
0.65365459 -15.18327025
0.71902002 -15.27087025
0.78438549 -15.40087025
0.84975095 -15.55737025
0.91511641 -15.73147025
0.98048188 -15.91637025
1.04584734 -16.10607025
1.11121277 -16.29507025
1.17657824 -16.47827025
1.24194370 -16.65177025
1.30730916 -16.81177025
1.37267463 -16.95547025
1.43804009 -17.08067025
1.50340556 -17.18537025
1.56877099 -17.26807025
1.63413645 -17.32797025
1.69950192 -17.36417025
1.76486738 -17.37627025
1.76486738 -17.37627025
1.83279716 -17.36317025
1.90072696 -17.32407025
1.96865674 -17.25957025
2.03658652 -17.17037025
2.10451632 -17.05777025
2.17244610 -16.92347025
2.24037588 -16.76987025
2.30830568 -16.59987025
2.37623546 -16.41747025
2.44416523 -16.22777025
2.51209503 -16.03747025
2.58002481 -15.85587025
2.64795459 -15.69697025
2.71588439 -15.58237025
2.78381417 -15.53937025

0.00000000 -15.44827025
0.07353615 -15.43967025
0.14707228 -15.41457025
0.22060842 -15.37517025
0.29414457 -15.32477025
0.36768070 -15.26867025
0.44121685 -15.21397025
0.51475300 -15.17067025
0.58828913 -15.15367025
0.58828913 -15.15367025
0.65365459 -15.16977025
0.71902002 -15.22187025
0.78438549 -15.30637025
0.84975095 -15.41987025
0.91511641 -15.55777025
0.98048188 -15.71377025
1.04584734 -15.88127025
1.11121277 -16.05357025
1.17657824 -16.22457025
1.24194370 -16.38897025
1.30730916 -16.54237025
1.37267463 -16.68137025
1.43804009 -16.80307025
1.50340556 -16.90527025
1.56877099 -16.98627025
1.63413645 -17.04497025
1.69950192 -17.08047025
1.76486738 -17.09237025
1.76486738 -17.09237025
1.83279716 -17.07957025
1.90072696 -17.04117025
1.96865674 -16.97787025
2.03658652 -16.89057025
2.10451632 -16.78077025
2.17244610 -16.65047025
2.24037588 -16.50267025
2.30830568 -16.34087025
2.37623546 -16.17027025
2.44416523 -15.99727025
2.51209503 -15.83027025
2.58002481 -15.67967025
2.64795459 -15.55747025
2.71588439 -15.47667025
2.78381417 -15.44827025

0.00000000 -15.22797025
0.07353615 -15.22227025
0.14707228 -15.20577025
0.22060842 -15.17997025
0.29414457 -15.14777025
0.36768070 -15.11257025
0.44121685 -15.07737025
0.51475300 -15.03957025
0.58828913 -14.98417025
0.58828913 -14.98417025
0.65365459 -15.04187025
0.71902002 -15.09147025
0.78438549 -15.15027025
0.84975095 -15.23097025
0.91511641 -15.33537025
0.98048188 -15.46017025
1.04584734 -15.59967025
1.11121277 -15.74777025
1.17657824 -15.89827025
1.24194370 -16.04567025
1.30730916 -16.18517025
1.37267463 -16.31307025
1.43804009 -16.42587025
1.50340556 -16.52137025
1.56877099 -16.59747025
1.63413645 -16.65277025
1.69950192 -16.68627025
1.76486738 -16.69757025
1.76486738 -16.69757025
1.83279716 -16.68537025
1.90072696 -16.64917025
1.96865674 -16.58957025
2.03658652 -16.50767025
2.10451632 -16.40517025
2.17244610 -16.28447025
2.24037588 -16.14867025
2.30830568 -16.00197025
2.37623546 -15.84937025
2.44416523 -15.69747025
2.51209503 -15.55407025
2.58002481 -15.42727025
2.64795459 -15.32527025
2.71588439 -15.25497025
2.78381417 -15.22797025

0.00000000 -14.84537025
0.07353615 -14.84417025
0.14707228 -14.84117025
0.22060842 -14.83877025
0.29414457 -14.84077025
0.36768070 -14.85187025
0.44121685 -14.87747025
0.51475300 -14.92187025
0.58828913 -14.98417025
0.58828913 -14.98417025
0.65365459 -14.91787025
0.71902002 -14.84687025
0.78438549 -14.77917025
0.84975095 -14.71927025
0.91511641 -14.66987025
0.98048188 -14.63267025
1.04584734 -14.60827025
1.11121277 -14.59617025
1.17657824 -14.59537025
1.24194370 -14.60377025
1.30730916 -14.61917025
1.37267463 -14.63897025
1.43804009 -14.66067025
1.50340556 -14.68197025
1.56877099 -14.70077025
1.63413645 -14.71537025
1.69950192 -14.72467025
1.76486738 -14.72787025
1.76486738 -14.72787025
1.83279716 -14.72447025
1.90072696 -14.71447025
1.96865674 -14.69877025
2.03658652 -14.67887025
2.10451632 -14.65677025
2.17244610 -14.63497025
2.24037588 -14.61677025
2.30830568 -14.60557025
2.37623546 -14.60527025
2.44416523 -14.61917025
2.51209503 -14.64997025
2.58002481 -14.69807025
2.64795459 -14.75897025
2.71588439 -14.81827025
2.78381417 -14.84537025

0.00000000 -9.33627025
0.07353615 -9.32497025
0.14707228 -9.29207025
0.22060842 -9.24067025
0.29414457 -9.17627025
0.36768070 -9.10767025
0.44121685 -9.04677025
0.51475300 -9.00437025
0.58828913 -8.98207025
0.58828913 -8.98207025
0.65365459 -8.99657025
0.71902002 -8.99917025
0.78438549 -8.97337025
0.84975095 -8.91007025
0.91511641 -8.80977025
0.98048188 -8.68297025
1.04584734 -8.54937025
1.11121277 -8.43517025
1.17657824 -8.36467025
1.24194370 -8.34697025
1.30730916 -8.37357025
1.37267463 -8.42777025
1.43804009 -8.49357025
1.50340556 -8.55917025
1.56877099 -8.61657025
1.63413645 -8.66067025
1.69950192 -8.68827025
1.76486738 -8.69757025
1.76486738 -8.69757025
1.83279716 -8.68747025
1.90072696 -8.65777025
1.96865674 -8.61047025
2.03658652 -8.54957025
2.10451632 -8.48147025
2.17244610 -8.41717025
2.24037588 -8.37427025
2.30830568 -8.37787025
2.37623546 -8.45357025
2.44416523 -8.60627025
2.51209503 -8.80777025
2.58002481 -9.01387025
2.64795459 -9.18577025
2.71588439 -9.29777025
2.78381417 -9.33627025

0.00000000 -9.22517025
0.07353615 -9.21497025
0.14707228 -9.18527025
0.22060842 -9.13977025
0.29414457 -9.08507025
0.36768070 -9.03107025
0.44121685 -8.99037025
0.51475300 -8.97407025
0.58828913 -8.98207025
0.58828913 -8.98207025
0.65365459 -8.96727025
0.71902002 -8.93787025
0.78438549 -8.87627025
0.84975095 -8.77087025
0.91511641 -8.61867025
0.98048188 -8.42387025
1.04584734 -8.19767025
1.11121277 -7.95767025
1.17657824 -7.72537025
1.24194370 -7.52097025
1.30730916 -7.35547025
1.37267463 -7.23057025
1.43804009 -7.14227025
1.50340556 -7.08457025
1.56877099 -7.04997025
1.63413645 -7.03137025
1.69950192 -7.02267025
1.76486738 -7.02017025
1.76486738 -7.02017025
1.83279716 -7.02287025
1.90072696 -7.03237025
1.96865674 -7.05327025
2.03658652 -7.09297025
2.10451632 -7.16117025
2.17244610 -7.26907025
2.24037588 -7.42757025
2.30830568 -7.64487025
2.37623546 -7.91797025
2.44416523 -8.22577025
2.51209503 -8.53487025
2.58002481 -8.81277025
2.64795459 -9.03327025
2.71588439 -9.17567025
2.78381417 -9.22517025

0.00000000 -7.79777025
0.07353615 -7.78137025
0.14707228 -7.73237025
0.22060842 -7.65267025
0.29414457 -7.54547025
0.36768070 -7.41787025
0.44121685 -7.28507025
0.51475300 -7.18287025
0.58828913 -7.15237025
0.58828913 -7.15237025
0.65365459 -7.15737025
0.71902002 -7.14547025
0.78438549 -7.09577025
0.84975095 -7.00327025
0.91511641 -6.87257025
0.98048188 -6.78527025
1.04584734 -6.71377025
1.11121277 -6.58807025
1.17657824 -6.40017025
1.24194370 -6.15067025
1.30730916 -5.85897025
1.37267463 -5.56957025
1.43804009 -5.33407025
1.50340556 -5.15967025
1.56877099 -5.02227025
1.63413645 -5.00107025
1.69950192 -5.01027025
1.76486738 -5.01387025
1.76486738 -5.01387025
1.83279716 -5.01007025
1.90072696 -5.00047025
1.96865674 -5.04717025
2.03658652 -5.20787025
2.10451632 -5.43317025
2.17244610 -5.75197025
2.24037588 -6.13407025
2.30830568 -6.51557025
2.37623546 -6.85447025
2.44416523 -7.13707025
2.51209503 -7.36717025
2.58002481 -7.55017025
2.64795459 -7.68547025
2.71588439 -7.76937025
2.78381417 -7.79777025

0.00000000 -6.49707025
0.07353615 -6.49387025
0.14707228 -6.48537025
0.22060842 -6.47547025
0.29414457 -6.47057025
0.36768070 -6.48217025
0.44121685 -6.54737025
0.51475300 -6.67977025
0.58828913 -6.73557025
0.58828913 -6.73557025
0.65365459 -6.69437025
0.71902002 -6.70677025
0.78438549 -6.76317025
0.84975095 -6.80137025
0.91511641 -6.81167025
0.98048188 -6.71627025
1.04584734 -6.55077025
1.11121277 -6.37937025
1.17657824 -6.17697025
1.24194370 -5.91647025
1.30730916 -5.60027025
1.37267463 -5.27417025
1.43804009 -5.06037025
1.50340556 -4.99697025
1.56877099 -4.99177025
1.63413645 -4.91287025
1.69950192 -4.83917025
1.76486738 -4.81287025
1.76486738 -4.81287025
1.83279716 -4.84127025
1.90072696 -4.92087025
1.96865674 -4.98517025
2.03658652 -4.98997025
2.10451632 -5.06857025
2.17244610 -5.37007025
2.24037588 -5.75737025
2.30830568 -6.08927025
2.37623546 -6.31867025
2.44416523 -6.43867025
2.51209503 -6.48037025
2.58002481 -6.48817025
2.64795459 -6.49097025
2.71588439 -6.49497025
2.78381417 -6.49707025

0.00000000 -5.34397025
0.07353615 -5.35577025
0.14707228 -5.41387025
0.22060842 -5.58427025
0.29414457 -5.87097025
0.36768070 -6.18067025
0.44121685 -6.42377025
0.51475300 -6.57487025
0.58828913 -6.56837025
0.58828913 -6.56837025
0.65365459 -6.63247025
0.71902002 -6.56367025
0.78438549 -6.37867025
0.84975095 -6.14527025
0.91511641 -5.93137025
0.98048188 -5.87667025
1.04584734 -5.80627025
1.11121277 -5.66757025
1.17657824 -5.46337025
1.24194370 -5.23347025
1.30730916 -5.02107025
1.37267463 -4.83467025
1.43804009 -4.76007025
1.50340556 -4.77127025
1.56877099 -4.78557025
1.63413645 -4.79947025
1.69950192 -4.80927025
1.76486738 -4.81287025
1.76486738 -4.81287025
1.83279716 -4.80897025
1.90072696 -4.79747025
1.96865674 -4.77897025
2.03658652 -4.75407025
2.10451632 -4.72417025
2.17244610 -4.86927025
2.24037588 -4.97347025
2.30830568 -5.12957025
2.37623546 -5.29687025
2.44416523 -5.43837025
2.51209503 -5.52207025
2.58002481 -5.53127025
2.64795459 -5.47397025
2.71588439 -5.38857025
2.78381417 -5.34397025

0.00000000 -4.72017025
0.07353615 -4.84837025
0.14707228 -5.11387025
0.22060842 -5.44967025
0.29414457 -5.81057025
0.36768070 -6.15107025
0.44121685 -6.40887025
0.51475300 -6.49897025
0.58828913 -6.56837025
0.58828913 -6.56837025
0.65365459 -6.47567025
0.71902002 -6.34647025
0.78438549 -6.19087025
0.84975095 -6.03627025
0.91511641 -5.87727025
0.98048188 -5.58527025
1.04584734 -5.27907025
1.11121277 -4.96887025
1.17657824 -4.81857025
1.24194370 -4.85047025
1.30730916 -4.82487025
1.37267463 -4.74877025
1.43804009 -4.57017025
1.50340556 -4.19537025
1.56877099 -3.80047025
1.63413645 -3.45207025
1.69950192 -3.20657025
1.76486738 -3.11657025
1.76486738 -3.11657025
1.83279716 -3.21407025
1.90072696 -3.48087025
1.96865674 -3.86047025
2.03658652 -4.29227025
2.10451632 -4.68527025
2.17244610 -4.79307025
2.24037588 -4.91187025
2.30830568 -4.92767025
2.37623546 -4.89967025
2.44416523 -4.84647025
2.51209503 -4.78337025
2.58002481 -4.72527025
2.64795459 -4.68867025
2.71588439 -4.69597025
2.78381417 -4.72017025

0.00000000 -4.69077025
0.07353615 -4.73267025
0.14707228 -4.89957025
0.22060842 -5.17097025
0.29414457 -5.48807025
0.36768070 -5.79797025
0.44121685 -6.06057025
0.51475300 -6.24117025
0.58828913 -6.30727025
0.58828913 -6.30727025
0.65365459 -6.25477025
0.71902002 -6.11987025
0.78438549 -5.94667025
0.84975095 -5.75687025
0.91511641 -5.54097025
0.98048188 -5.29377025
1.04584734 -5.04367025
1.11121277 -4.88097025
1.17657824 -4.80327025
1.24194370 -4.76347025
1.30730916 -4.74917025
1.37267463 -4.70677025
1.43804009 -4.46647025
1.50340556 -4.12817025
1.56877099 -3.75867025
1.63413645 -3.42167025
1.69950192 -3.17407025
1.76486738 -3.11657025
1.76486738 -3.11657025
1.83279716 -3.18077025
1.90072696 -3.44637025
1.96865674 -3.80897025
2.03658652 -4.20457025
2.10451632 -4.55477025
2.17244610 -4.69127025
2.24037588 -4.65807025
2.30830568 -4.62887025
2.37623546 -4.60917025
2.44416523 -4.60477025
2.51209503 -4.61727025
2.58002481 -4.64087025
2.64795459 -4.66597025
2.71588439 -4.68417025
2.78381417 -4.69077025

0.00000000 -4.57047025
0.07353615 -4.63737025
0.14707228 -4.79197025
0.22060842 -4.91357025
0.29414457 -4.93607025
0.36768070 -4.89447025
0.44121685 -4.81727025
0.51475300 -4.71567025
0.58828913 -4.59607025
0.58828913 -4.59607025
0.65365459 -4.71957025
0.71902002 -4.85607025
0.78438549 -4.98307025
0.84975095 -5.06767025
0.91511641 -5.07617025
0.98048188 -5.00897025
1.04584734 -4.89137025
1.11121277 -4.73747025
1.17657824 -4.65177025
1.24194370 -4.35717025
1.30730916 -4.07997025
1.37267463 -3.82977025
1.43804009 -3.61287025
1.50340556 -3.43337025
1.56877099 -3.29377025
1.63413645 -3.19467025
1.69950192 -3.13557025
1.76486738 -3.07547025
1.76486738 -3.07547025
1.83279716 -3.13777025
1.90072696 -3.19947025
1.96865674 -3.29607025
2.03658652 -3.41957025
2.10451632 -3.56107025
2.17244610 -3.71197025
2.24037588 -3.86427025
2.30830568 -4.01167025
2.37623546 -4.14877025
2.44416523 -4.27117025
2.51209503 -4.37557025
2.58002481 -4.45937025
2.64795459 -4.52057025
2.71588439 -4.55787025
2.78381417 -4.57047025

0.00000000 -4.50767025
0.07353615 -4.47707025
0.14707228 -4.44517025
0.22060842 -4.42117025
0.29414457 -4.40267025
0.36768070 -4.39947025
0.44121685 -4.42487025
0.51475300 -4.48957025
0.58828913 -4.59607025
0.58828913 -4.59607025
0.65365459 -4.48307025
0.71902002 -4.38117025
0.78438549 -4.32707025
0.84975095 -4.35177025
0.91511641 -4.43257025
0.98048188 -4.53627025
1.04584734 -4.64287025
1.11121277 -4.68497025
1.17657824 -4.42427025
1.24194370 -4.17647025
1.30730916 -3.96027025
1.37267463 -3.75917025
1.43804009 -3.56047025
1.50340556 -3.38427025
1.56877099 -3.24677025
1.63413645 -3.15047025
1.69950192 -3.09387025
1.76486738 -3.07537025
1.76486738 -3.07537025
1.83279716 -3.09487025
1.90072696 -3.15137025
